date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:44:55	29940/29940	------	200	untouched ('OK')	text/html	date:Wed,%2003%20Dec%202025%2011:49:23%20GMT	https://www.99freelas.com.br/	D:/BordadoHub/www.99freelas.com.br/index.html	(from )
09:44:55	135/135	------	200	untouched ('OK')	text/plain	date:Mon,%2010%20Nov%202025%2022:52:32%20GMT	https://www.99freelas.com.br/robots.txt		(from )
09:44:55	941/941	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/main-icons/safari-pinned-tab.svg	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/main-icons/safari-pinned-tab.svg	(from https://www.99freelas.com.br/)
09:44:56	7412/7412	------	200	untouched ('')	image/png	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/main-icons/apple-touch-icon.png	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/main-icons/apple-touch-icon.png	(from https://www.99freelas.com.br/)
09:44:56	863/863	------	200	untouched ('')	image/png	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/main-icons/favicon-16x16.png	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/main-icons/favicon-16x16.png	(from https://www.99freelas.com.br/)
09:44:56	1225/1225	---MC-	200	added ('OK')	text/css	date:Wed,%2003%20Dec%202025%2012:44:56%20GMT	http://fonts.googleapis.com/css?family=Open+Sans:400,600,700,800,300	D:/BordadoHub/fonts.googleapis.com/css0549.css	(from https://www.99freelas.com.br/)
09:44:56	1358/1358	------	200	untouched ('')	image/png	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/main-icons/favicon-32x32.png	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/main-icons/favicon-32x32.png	(from https://www.99freelas.com.br/)
09:44:56	380/380	------	200	untouched ('')	application/octet-stream	date:Mon,%2010%20Nov%202025%2022:52:32%20GMT	https://www.99freelas.com.br/site.webmanifest	D:/BordadoHub/www.99freelas.com.br/site.webmanifest	(from https://www.99freelas.com.br/)
09:44:56	105549/105549	------	200	untouched ('')	image/jpeg	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://www.99freelas.com.br/images/fb-article.jpg	D:/BordadoHub/www.99freelas.com.br/images/fb-article.jpg	(from https://www.99freelas.com.br/)
09:44:56	6821/6821	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2012:44:57%20GMT	https://99freelas.zendesk.com/hc/pt-br	D:/BordadoHub/99freelas.zendesk.com/hc/pt-br.1e.delayed	(from https://www.99freelas.com.br/)
